GAME_ID,GAME_DATE,SEASON_TYPE,HOME_TEAM_ID,HOME_TEAM_ABBREVIATION,HOME_TEAM_NAME,AWAY_TEAM_ID,AWAY_TEAM_ABBREVIATION,AWAY_TEAM_NAME,HOME_POINTS,AWAY_POINTS
0022400922,2025-03-09,Regular Season,1610612749,MIL,Milwaukee Bucks,1610612739,CLE,Cleveland Cavaliers,100,112
0022400923,2025-03-09,Regular Season,1610612740,NOP,New Orleans Pelicans,1610612763,MEM,Memphis Grizzlies,104,107
0022400924,2025-03-09,Regular Season,1610612755,PHI,Philadelphia 76ers,1610612762,UTA,Utah Jazz,126,122
0022400925,2025-03-09,Regular Season,1610612750,MIN,Minnesota Timberwolves,1610612759,SAS,San Antonio Spurs,141,124
0022400926,2025-03-09,Regular Season,1610612757,POR,Portland Trail Blazers,1610612765,DET,Detroit Pistons,112,119
0022400927,2025-03-09,Regular Season,1610612746,LAC,LA Clippers,1610612758,SAC,Sacramento Kings,111,110
0022400928,2025-03-10,Regular Season,1610612737,ATL,Atlanta Hawks,1610612755,PHI,Philadelphia 76ers,132,123
0022400929,2025-03-10,Regular Season,1610612738,BOS,Boston Celtics,1610612762,UTA,Utah Jazz,114,108
0022400930,2025-03-10,Regular Season,1610612751,BKN,Brooklyn Nets,1610612747,LAL,Los Angeles Lakers,111,108
0022400931,2025-03-10,Regular Season,1610612748,MIA,Miami Heat,1610612766,CHA,Charlotte Hornets,102,105
0022400932,2025-03-10,Regular Season,1610612761,TOR,Toronto Raptors,1610612764,WAS,Washington Wizards,119,104
0022400933,2025-03-10,Regular Season,1610612741,CHI,Chicago Bulls,1610612754,IND,Indiana Pacers,121,103
0022400934,2025-03-10,Regular Season,1610612745,HOU,Houston Rockets,1610612753,ORL,Orlando Magic,97,84
0022400935,2025-03-10,Regular Season,1610612763,MEM,Memphis Grizzlies,1610612756,PHX,Phoenix Suns,120,118
0022400936,2025-03-10,Regular Season,1610612760,OKC,Oklahoma City Thunder,1610612743,DEN,Denver Nuggets,127,140
0022400937,2025-03-10,Regular Season,1610612759,SAS,San Antonio Spurs,1610612742,DAL,Dallas Mavericks,129,133
0022400938,2025-03-10,Regular Season,1610612744,GSW,Golden State Warriors,1610612757,POR,Portland Trail Blazers,130,120
0022400939,2025-03-10,Regular Season,1610612758,SAC,Sacramento Kings,1610612752,NYK,New York Knicks,104,133
0022400940,2025-03-11,Regular Season,1610612739,CLE,Cleveland Cavaliers,1610612751,BKN,Brooklyn Nets,109,104
0022400941,2025-03-11,Regular Season,1610612765,DET,Detroit Pistons,1610612764,WAS,Washington Wizards,123,103
0022400942,2025-03-11,Regular Season,1610612754,IND,Indiana Pacers,1610612749,MIL,Milwaukee Bucks,115,114
0022400943,2025-03-11,Regular Season,1610612740,NOP,New Orleans Pelicans,1610612746,LAC,LA Clippers,127,120
0022400944,2025-03-06,Regular Season,1610612753,ORL,Orlando Magic,1610612741,CHI,Chicago Bulls,123,125
0022400945,2025-03-12,Regular Season,1610612737,ATL,Atlanta Hawks,1610612766,CHA,Charlotte Hornets,123,110
0022400946,2025-03-12,Regular Season,1610612738,BOS,Boston Celtics,1610612760,OKC,Oklahoma City Thunder,112,118
0022400947,2025-03-12,Regular Season,1610612761,TOR,Toronto Raptors,1610612755,PHI,Philadelphia 76ers,118,105
0022400948,2025-03-12,Regular Season,1610612748,MIA,Miami Heat,1610612746,LAC,LA Clippers,104,119
0022400949,2025-03-12,Regular Season,1610612745,HOU,Houston Rockets,1610612756,PHX,Phoenix Suns,111,104
0022400950,2025-03-12,Regular Season,1610612763,MEM,Memphis Grizzlies,1610612762,UTA,Utah Jazz,122,115
0022400951,2025-03-12,Regular Season,1610612759,SAS,San Antonio Spurs,1610612742,DAL,Dallas Mavericks,126,116
0022400952,2025-03-12,Regular Season,1610612743,DEN,Denver Nuggets,1610612750,MIN,Minnesota Timberwolves,95,115
0022400953,2025-03-12,Regular Season,1610612757,POR,Portland Trail Blazers,1610612752,NYK,New York Knicks,113,114
0022400954,2025-03-13,Regular Season,1610612765,DET,Detroit Pistons,1610612764,WAS,Washington Wizards,125,129
0022400955,2025-03-13,Regular Season,1610612749,MIL,Milwaukee Bucks,1610612747,LAL,Los Angeles Lakers,126,106
0022400956,2025-03-13,Regular Season,1610612741,CHI,Chicago Bulls,1610612751,BKN,Brooklyn Nets,116,110
0022400957,2025-03-13,Regular Season,1610612744,GSW,Golden State Warriors,1610612758,SAC,Sacramento Kings,130,104
0022400958,2025-03-14,Regular Season,1610612748,MIA,Miami Heat,1610612738,BOS,Boston Celtics,91,103
0022400959,2025-03-14,Regular Season,1610612755,PHI,Philadelphia 76ers,1610612754,IND,Indiana Pacers,100,112
0022400960,2025-03-14,Regular Season,1610612737,ATL,Atlanta Hawks,1610612746,LAC,LA Clippers,98,121
0022400961,2025-03-14,Regular Season,1610612745,HOU,Houston Rockets,1610612742,DAL,Dallas Mavericks,133,96
0022400962,2025-03-14,Regular Season,1610612763,MEM,Memphis Grizzlies,1610612739,CLE,Cleveland Cavaliers,124,133
0022400963,2025-03-14,Regular Season,1610612750,MIN,Minnesota Timberwolves,1610612753,ORL,Orlando Magic,118,111
0022400964,2025-03-14,Regular Season,1610612759,SAS,San Antonio Spurs,1610612766,CHA,Charlotte Hornets,134,145
0022400965,2025-03-14,Regular Season,1610612743,DEN,Denver Nuggets,1610612747,LAL,Los Angeles Lakers,131,126
0022400966,2025-03-14,Regular Season,1610612762,UTA,Utah Jazz,1610612761,TOR,Toronto Raptors,118,126
0022400967,2025-03-14,Regular Season,1610612756,PHX,Phoenix Suns,1610612758,SAC,Sacramento Kings,122,106
0022400968,2025-03-15,Regular Season,1610612751,BKN,Brooklyn Nets,1610612738,BOS,Boston Celtics,113,115
0022400969,2025-03-15,Regular Season,1610612765,DET,Detroit Pistons,1610612760,OKC,Oklahoma City Thunder,107,113
0022400970,2025-03-15,Regular Season,1610612745,HOU,Houston Rockets,1610612741,CHI,Chicago Bulls,117,114
0022400971,2025-03-15,Regular Season,1610612763,MEM,Memphis Grizzlies,1610612748,MIA,Miami Heat,125,91
0022400972,2025-03-15,Regular Season,1610612749,MIL,Milwaukee Bucks,1610612754,IND,Indiana Pacers,126,119
0022400973,2025-03-15,Regular Season,1610612759,SAS,San Antonio Spurs,1610612740,NOP,New Orleans Pelicans,119,115
0022400974,2025-03-15,Regular Season,1610612744,GSW,Golden State Warriors,1610612752,NYK,New York Knicks,97,94
0022400975,2025-03-15,Regular Season,1610612743,DEN,Denver Nuggets,1610612764,WAS,Washington Wizards,123,126
0022400976,2025-03-16,Regular Season,1610612742,DAL,Dallas Mavericks,1610612755,PHI,Philadelphia 76ers,125,130
0022400977,2025-03-16,Regular Season,1610612747,LAL,Los Angeles Lakers,1610612756,PHX,Phoenix Suns,107,96
0022400978,2025-03-16,Regular Season,1610612751,BKN,Brooklyn Nets,1610612737,ATL,Atlanta Hawks,122,114
0022400979,2025-03-16,Regular Season,1610612739,CLE,Cleveland Cavaliers,1610612753,ORL,Orlando Magic,103,108
0022400980,2025-03-16,Regular Season,1610612757,POR,Portland Trail Blazers,1610612761,TOR,Toronto Raptors,105,102
0022400981,2025-03-16,Regular Season,1610612750,MIN,Minnesota Timberwolves,1610612762,UTA,Utah Jazz,128,102
0022400982,2025-03-16,Regular Season,1610612749,MIL,Milwaukee Bucks,1610612760,OKC,Oklahoma City Thunder,105,121
0022400983,2025-01-23,Regular Season,1610612746,LAC,LA Clippers,1610612764,WAS,Washington Wizards,110,93
0022400984,2025-03-17,Regular Season,1610612752,NYK,New York Knicks,1610612748,MIA,Miami Heat,116,95
0022400985,2025-03-17,Regular Season,1610612745,HOU,Houston Rockets,1610612755,PHI,Philadelphia 76ers,144,137
0022400986,2025-03-17,Regular Season,1610612750,MIN,Minnesota Timberwolves,1610612754,IND,Indiana Pacers,130,132
0022400987,2025-03-17,Regular Season,1610612740,NOP,New Orleans Pelicans,1610612765,DET,Detroit Pistons,81,127
0022400988,2025-04-01,Regular Season,1610612759,SAS,San Antonio Spurs,1610612753,ORL,Orlando Magic,105,116
0022400989,2025-03-17,Regular Season,1610612762,UTA,Utah Jazz,1610612741,CHI,Chicago Bulls,97,111
0022400990,2025-03-17,Regular Season,1610612744,GSW,Golden State Warriors,1610612743,DEN,Denver Nuggets,105,114
0022400991,2025-03-17,Regular Season,1610612756,PHX,Phoenix Suns,1610612761,TOR,Toronto Raptors,129,89
0022400992,2025-03-17,Regular Season,1610612758,SAC,Sacramento Kings,1610612763,MEM,Memphis Grizzlies,132,122
0022400993,2025-03-18,Regular Season,1610612766,CHA,Charlotte Hornets,1610612737,ATL,Atlanta Hawks,102,134
0022400994,2025-03-18,Regular Season,1610612738,BOS,Boston Celtics,1610612751,BKN,Brooklyn Nets,104,96
0022400995,2025-03-17,Regular Season,1610612757,POR,Portland Trail Blazers,1610612764,WAS,Washington Wizards,112,97
0022400996,2025-03-20,Regular Season,1610612747,LAL,Los Angeles Lakers,1610612749,MIL,Milwaukee Bucks,89,118
0022400997,2025-03-18,Regular Season,1610612746,LAC,LA Clippers,1610612739,CLE,Cleveland Cavaliers,132,119
0022400998,2025-03-19,Regular Season,1610612754,IND,Indiana Pacers,1610612742,DAL,Dallas Mavericks,135,131
0022400999,2025-03-19,Regular Season,1610612753,ORL,Orlando Magic,1610612745,HOU,Houston Rockets,108,116
0022401000,2025-03-19,Regular Season,1610612748,MIA,Miami Heat,1610612765,DET,Detroit Pistons,113,116
0022401001,2025-03-19,Regular Season,1610612750,MIN,Minnesota Timberwolves,1610612740,NOP,New Orleans Pelicans,115,119
0022401002,2025-03-19,Regular Season,1610612760,OKC,Oklahoma City Thunder,1610612755,PHI,Philadelphia 76ers,133,100
0022401003,2025-03-19,Regular Season,1610612759,SAS,San Antonio Spurs,1610612752,NYK,New York Knicks,120,105
0022401004,2025-02-13,Regular Season,1610612762,UTA,Utah Jazz,1610612746,LAC,LA Clippers,116,120
0022401005,2025-03-20,Regular Season,1610612744,GSW,Golden State Warriors,1610612761,TOR,Toronto Raptors,117,114
0022401006,2025-03-19,Regular Season,1610612747,LAL,Los Angeles Lakers,1610612743,DEN,Denver Nuggets,120,108
0022401007,2025-03-19,Regular Season,1610612756,PHX,Phoenix Suns,1610612741,CHI,Chicago Bulls,127,121
0022401008,2025-03-19,Regular Season,1610612757,POR,Portland Trail Blazers,1610612763,MEM,Memphis Grizzlies,115,99
0022401009,2025-03-19,Regular Season,1610612758,SAC,Sacramento Kings,1610612739,CLE,Cleveland Cavaliers,123,119
0022401010,2025-03-20,Regular Season,1610612766,CHA,Charlotte Hornets,1610612752,NYK,New York Knicks,115,98
0022401011,2025-03-20,Regular Season,1610612754,IND,Indiana Pacers,1610612751,BKN,Brooklyn Nets,105,99
0022401012,2025-03-18,Regular Season,1610612744,GSW,Golden State Warriors,1610612749,MIL,Milwaukee Bucks,104,93
0022401013,2025-03-20,Regular Season,1610612758,SAC,Sacramento Kings,1610612741,CHI,Chicago Bulls,116,128
0022401014,2025-03-21,Regular Season,1610612764,WAS,Washington Wizards,1610612753,ORL,Orlando Magic,105,120
0022401015,2025-03-21,Regular Season,1610612748,MIA,Miami Heat,1610612745,HOU,Houston Rockets,98,102
0022401016,2025-03-21,Regular Season,1610612750,MIN,Minnesota Timberwolves,1610612740,NOP,New Orleans Pelicans,134,93
0022401017,2025-03-21,Regular Season,1610612760,OKC,Oklahoma City Thunder,1610612766,CHA,Charlotte Hornets,141,106
0022401018,2025-03-21,Regular Season,1610612759,SAS,San Antonio Spurs,1610612755,PHI,Philadelphia 76ers,128,120
0022401019,2025-03-21,Regular Season,1610612742,DAL,Dallas Mavericks,1610612765,DET,Detroit Pistons,123,117
0022401020,2025-03-21,Regular Season,1610612762,UTA,Utah Jazz,1610612738,BOS,Boston Celtics,99,121
0022401021,2025-03-21,Regular Season,1610612756,PHX,Phoenix Suns,1610612739,CLE,Cleveland Cavaliers,123,112
0022401022,2025-03-21,Regular Season,1610612757,POR,Portland Trail Blazers,1610612743,DEN,Denver Nuggets,128,109
0022401023,2025-03-21,Regular Season,1610612746,LAC,LA Clippers,1610612763,MEM,Memphis Grizzlies,128,108
0022401024,2025-03-22,Regular Season,1610612754,IND,Indiana Pacers,1610612751,BKN,Brooklyn Nets,108,103
0022401025,2025-03-22,Regular Season,1610612737,ATL,Atlanta Hawks,1610612744,GSW,Golden State Warriors,124,115
0022401026,2025-03-22,Regular Season,1610612752,NYK,New York Knicks,1610612764,WAS,Washington Wizards,122,103
0022401027,2025-03-22,Regular Season,1610612758,SAC,Sacramento Kings,1610612749,MIL,Milwaukee Bucks,108,114
0022401028,2025-03-22,Regular Season,1610612747,LAL,Los Angeles Lakers,1610612741,CHI,Chicago Bulls,115,146
0022401029,2025-03-23,Regular Season,1610612765,DET,Detroit Pistons,1610612740,NOP,New Orleans Pelicans,136,130
0022401030,2025-03-23,Regular Season,1610612762,UTA,Utah Jazz,1610612739,CLE,Cleveland Cavaliers,91,120
0022401031,2025-03-23,Regular Season,1610612737,ATL,Atlanta Hawks,1610612755,PHI,Philadelphia 76ers,132,119
0022401032,2025-03-23,Regular Season,1610612748,MIA,Miami Heat,1610612766,CHA,Charlotte Hornets,122,105
0022401033,2025-03-23,Regular Season,1610612761,TOR,Toronto Raptors,1610612759,SAS,San Antonio Spurs,89,123
0022401034,2025-03-23,Regular Season,1610612757,POR,Portland Trail Blazers,1610612738,BOS,Boston Celtics,116,129
0022401035,2025-03-23,Regular Season,1610612745,HOU,Houston Rockets,1610612743,DEN,Denver Nuggets,111,116
0022401036,2025-03-23,Regular Season,1610612746,LAC,LA Clippers,1610612760,OKC,Oklahoma City Thunder,101,103
0022401037,2025-03-24,Regular Season,1610612754,IND,Indiana Pacers,1610612750,MIN,Minnesota Timberwolves,119,103
0022401038,2025-03-24,Regular Season,1610612753,ORL,Orlando Magic,1610612747,LAL,Los Angeles Lakers,118,106
0022401039,2025-03-24,Regular Season,1610612764,WAS,Washington Wizards,1610612761,TOR,Toronto Raptors,104,112
0022401040,2025-03-24,Regular Season,1610612751,BKN,Brooklyn Nets,1610612742,DAL,Dallas Mavericks,101,120
0022401041,2025-03-24,Regular Season,1610612740,NOP,New Orleans Pelicans,1610612755,PHI,Philadelphia 76ers,112,99
0022401042,2025-03-24,Regular Season,1610612743,DEN,Denver Nuggets,1610612741,CHI,Chicago Bulls,119,129
0022401043,2025-03-24,Regular Season,1610612756,PHX,Phoenix Suns,1610612749,MIL,Milwaukee Bucks,108,106
0022401044,2025-03-24,Regular Season,1610612758,SAC,Sacramento Kings,1610612738,BOS,Boston Celtics,95,113
0022401045,2025-03-25,Regular Season,1610612766,CHA,Charlotte Hornets,1610612753,ORL,Orlando Magic,104,111
0022401046,2025-03-25,Regular Season,1610612765,DET,Detroit Pistons,1610612759,SAS,San Antonio Spurs,122,96
0022401047,2025-03-25,Regular Season,1610612748,MIA,Miami Heat,1610612744,GSW,Golden State Warriors,112,86
0022401048,2025-03-25,Regular Season,1610612752,NYK,New York Knicks,1610612742,DAL,Dallas Mavericks,128,113
0022401049,2025-03-25,Regular Season,1610612745,HOU,Houston Rockets,1610612737,ATL,Atlanta Hawks,121,114
0022401050,2025-03-25,Regular Season,1610612762,UTA,Utah Jazz,1610612763,MEM,Memphis Grizzlies,103,140
0022401051,2025-03-25,Regular Season,1610612757,POR,Portland Trail Blazers,1610612739,CLE,Cleveland Cavaliers,111,122
0022401052,2025-03-25,Regular Season,1610612758,SAC,Sacramento Kings,1610612760,OKC,Oklahoma City Thunder,105,121
0022401053,2025-03-26,Regular Season,1610612755,PHI,Philadelphia 76ers,1610612764,WAS,Washington Wizards,114,119
0022401054,2025-03-26,Regular Season,1610612751,BKN,Brooklyn Nets,1610612761,TOR,Toronto Raptors,86,116
0022401055,2025-03-26,Regular Season,1610612754,IND,Indiana Pacers,1610612747,LAL,Los Angeles Lakers,119,120
0022401056,2025-03-26,Regular Season,1610612752,NYK,New York Knicks,1610612746,LAC,LA Clippers,113,126
0022401057,2025-03-26,Regular Season,1610612743,DEN,Denver Nuggets,1610612749,MIL,Milwaukee Bucks,127,117
0022401058,2025-03-26,Regular Season,1610612756,PHX,Phoenix Suns,1610612738,BOS,Boston Celtics,102,132
0022401059,2025-03-27,Regular Season,1610612739,CLE,Cleveland Cavaliers,1610612759,SAS,San Antonio Spurs,124,116
0022401060,2025-03-27,Regular Season,1610612753,ORL,Orlando Magic,1610612742,DAL,Dallas Mavericks,92,101
0022401061,2025-03-27,Regular Season,1610612764,WAS,Washington Wizards,1610612754,IND,Indiana Pacers,109,162
0022401062,2025-03-27,Regular Season,1610612748,MIA,Miami Heat,1610612737,ATL,Atlanta Hawks,122,112
0022401063,2025-03-27,Regular Season,1610612741,CHI,Chicago Bulls,1610612747,LAL,Los Angeles Lakers,119,117
0022401064,2025-03-27,Regular Season,1610612760,OKC,Oklahoma City Thunder,1610612763,MEM,Memphis Grizzlies,125,104
0022401065,2025-03-27,Regular Season,1610612762,UTA,Utah Jazz,1610612745,HOU,Houston Rockets,110,121
0022401066,2025-03-27,Regular Season,1610612758,SAC,Sacramento Kings,1610612757,POR,Portland Trail Blazers,128,107
0022401067,2025-03-28,Regular Season,1610612765,DET,Detroit Pistons,1610612739,CLE,Cleveland Cavaliers,133,122
0022401068,2025-03-28,Regular Season,1610612751,BKN,Brooklyn Nets,1610612746,LAC,LA Clippers,100,132
0022401069,2025-03-28,Regular Season,1610612761,TOR,Toronto Raptors,1610612766,CHA,Charlotte Hornets,108,97
0022401070,2025-03-28,Regular Season,1610612749,MIL,Milwaukee Bucks,1610612752,NYK,New York Knicks,107,116
0022401071,2025-03-28,Regular Season,1610612750,MIN,Minnesota Timberwolves,1610612756,PHX,Phoenix Suns,124,109
0022401072,2025-03-28,Regular Season,1610612740,NOP,New Orleans Pelicans,1610612744,GSW,Golden State Warriors,95,111
0022401073,2025-03-28,Regular Season,1610612743,DEN,Denver Nuggets,1610612762,UTA,Utah Jazz,129,93
0022401074,2025-03-29,Regular Season,1610612753,ORL,Orlando Magic,1610612758,SAC,Sacramento Kings,121,91
0022401075,2025-03-29,Regular Season,1610612764,WAS,Washington Wizards,1610612751,BKN,Brooklyn Nets,112,115
0022401076,2025-03-29,Regular Season,1610612755,PHI,Philadelphia 76ers,1610612748,MIA,Miami Heat,95,118
0022401077,2025-03-29,Regular Season,1610612741,CHI,Chicago Bulls,1610612742,DAL,Dallas Mavericks,119,120
0022401078,2025-03-29,Regular Season,1610612763,MEM,Memphis Grizzlies,1610612747,LAL,Los Angeles Lakers,127,134
0022401079,2025-03-29,Regular Season,1610612760,OKC,Oklahoma City Thunder,1610612754,IND,Indiana Pacers,132,111
0022401080,2025-03-29,Regular Season,1610612759,SAS,San Antonio Spurs,1610612738,BOS,Boston Celtics,111,121
0022401081,2025-03-30,Regular Season,1610612739,CLE,Cleveland Cavaliers,1610612746,LAC,LA Clippers,127,122
0022401082,2025-03-30,Regular Season,1610612752,NYK,New York Knicks,1610612757,POR,Portland Trail Blazers,110,93
0022401083,2025-03-30,Regular Season,1610612749,MIL,Milwaukee Bucks,1610612737,ATL,Atlanta Hawks,124,145
0022401084,2025-03-30,Regular Season,1610612750,MIN,Minnesota Timberwolves,1610612765,DET,Detroit Pistons,123,104
0022401085,2025-03-30,Regular Season,1610612740,NOP,New Orleans Pelicans,1610612766,CHA,Charlotte Hornets,98,94
0022401086,2025-03-30,Regular Season,1610612759,SAS,San Antonio Spurs,1610612744,GSW,Golden State Warriors,106,148
0022401087,2025-03-30,Regular Season,1610612755,PHI,Philadelphia 76ers,1610612761,TOR,Toronto Raptors,109,127
0022401088,2025-03-30,Regular Season,1610612756,PHX,Phoenix Suns,1610612745,HOU,Houston Rockets,109,148
0022401089,2025-03-31,Regular Season,1610612766,CHA,Charlotte Hornets,1610612762,UTA,Utah Jazz,110,106
0022401090,2025-03-31,Regular Season,1610612754,IND,Indiana Pacers,1610612758,SAC,Sacramento Kings,111,109
0022401091,2025-03-31,Regular Season,1610612753,ORL,Orlando Magic,1610612746,LAC,LA Clippers,87,96
0022401092,2025-03-31,Regular Season,1610612764,WAS,Washington Wizards,1610612748,MIA,Miami Heat,94,120
0022401093,2025-03-31,Regular Season,1610612763,MEM,Memphis Grizzlies,1610612738,BOS,Boston Celtics,103,117
0022401094,2025-03-31,Regular Season,1610612760,OKC,Oklahoma City Thunder,1610612741,CHI,Chicago Bulls,145,117
0022401095,2025-03-31,Regular Season,1610612742,DAL,Dallas Mavericks,1610612751,BKN,Brooklyn Nets,109,113
0022401096,2025-03-31,Regular Season,1610612747,LAL,Los Angeles Lakers,1610612745,HOU,Houston Rockets,104,98
0022401097,2025-04-01,Regular Season,1610612737,ATL,Atlanta Hawks,1610612757,POR,Portland Trail Blazers,113,127
0022401098,2025-04-01,Regular Season,1610612752,NYK,New York Knicks,1610612755,PHI,Philadelphia 76ers,105,91
0022401099,2025-04-01,Regular Season,1610612741,CHI,Chicago Bulls,1610612761,TOR,Toronto Raptors,137,118
0022401100,2025-04-01,Regular Season,1610612763,MEM,Memphis Grizzlies,1610612744,GSW,Golden State Warriors,125,134
0022401101,2025-04-01,Regular Season,1610612749,MIL,Milwaukee Bucks,1610612756,PHX,Phoenix Suns,133,123
0022401102,2025-04-01,Regular Season,1610612743,DEN,Denver Nuggets,1610612750,MIN,Minnesota Timberwolves,139,140
0022401103,2025-04-02,Regular Season,1610612739,CLE,Cleveland Cavaliers,1610612752,NYK,New York Knicks,124,105
0022401104,2025-04-02,Regular Season,1610612754,IND,Indiana Pacers,1610612766,CHA,Charlotte Hornets,119,105
0022401105,2025-04-02,Regular Season,1610612764,WAS,Washington Wizards,1610612758,SAC,Sacramento Kings,116,111
0022401106,2025-04-02,Regular Season,1610612738,BOS,Boston Celtics,1610612748,MIA,Miami Heat,103,124
0022401107,2025-04-02,Regular Season,1610612745,HOU,Houston Rockets,1610612762,UTA,Utah Jazz,143,105
0022401108,2025-04-02,Regular Season,1610612760,OKC,Oklahoma City Thunder,1610612765,DET,Detroit Pistons,119,103
0022401109,2025-04-02,Regular Season,1610612742,DAL,Dallas Mavericks,1610612737,ATL,Atlanta Hawks,120,118
0022401110,2025-04-02,Regular Season,1610612743,DEN,Denver Nuggets,1610612759,SAS,San Antonio Spurs,106,113
0022401111,2025-04-02,Regular Season,1610612746,LAC,LA Clippers,1610612740,NOP,New Orleans Pelicans,114,98
0022401112,2025-04-03,Regular Season,1610612764,WAS,Washington Wizards,1610612753,ORL,Orlando Magic,97,109
0022401113,2025-04-03,Regular Season,1610612751,BKN,Brooklyn Nets,1610612750,MIN,Minnesota Timberwolves,90,105
0022401114,2025-04-03,Regular Season,1610612748,MIA,Miami Heat,1610612763,MEM,Memphis Grizzlies,108,110
0022401115,2025-04-03,Regular Season,1610612755,PHI,Philadelphia 76ers,1610612749,MIL,Milwaukee Bucks,113,126
0022401116,2025-04-03,Regular Season,1610612761,TOR,Toronto Raptors,1610612757,POR,Portland Trail Blazers,103,112
0022401117,2025-04-03,Regular Season,1610612747,LAL,Los Angeles Lakers,1610612744,GSW,Golden State Warriors,116,123
0022401118,2025-04-04,Regular Season,1610612766,CHA,Charlotte Hornets,1610612758,SAC,Sacramento Kings,102,125
0022401119,2025-04-04,Regular Season,1610612754,IND,Indiana Pacers,1610612762,UTA,Utah Jazz,140,112
0022401120,2025-04-04,Regular Season,1610612738,BOS,Boston Celtics,1610612756,PHX,Phoenix Suns,123,103
0022401121,2025-04-04,Regular Season,1610612761,TOR,Toronto Raptors,1610612765,DET,Detroit Pistons,105,117
0022401122,2025-04-04,Regular Season,1610612741,CHI,Chicago Bulls,1610612757,POR,Portland Trail Blazers,118,113
0022401123,2025-04-04,Regular Season,1610612745,HOU,Houston Rockets,1610612760,OKC,Oklahoma City Thunder,125,111
0022401124,2025-04-04,Regular Season,1610612759,SAS,San Antonio Spurs,1610612739,CLE,Cleveland Cavaliers,113,114
0022401125,2025-04-04,Regular Season,1610612744,GSW,Golden State Warriors,1610612743,DEN,Denver Nuggets,118,104
0022401126,2025-04-04,Regular Season,1610612747,LAL,Los Angeles Lakers,1610612740,NOP,New Orleans Pelicans,124,108
0022401127,2025-04-04,Regular Season,1610612746,LAC,LA Clippers,1610612742,DAL,Dallas Mavericks,114,91
0022401128,2025-04-05,Regular Season,1610612737,ATL,Atlanta Hawks,1610612752,NYK,New York Knicks,105,121
0022401129,2025-04-05,Regular Season,1610612765,DET,Detroit Pistons,1610612763,MEM,Memphis Grizzlies,103,109
0022401130,2025-04-05,Regular Season,1610612755,PHI,Philadelphia 76ers,1610612750,MIN,Minnesota Timberwolves,109,114
0022401131,2025-04-05,Regular Season,1610612748,MIA,Miami Heat,1610612749,MIL,Milwaukee Bucks,115,121
0022401132,2025-04-05,Regular Season,1610612746,LAC,LA Clippers,1610612742,DAL,Dallas Mavericks,135,104
0022401133,2025-04-06,Regular Season,1610612766,CHA,Charlotte Hornets,1610612741,CHI,Chicago Bulls,117,131
0022401134,2025-04-06,Regular Season,1610612751,BKN,Brooklyn Nets,1610612761,TOR,Toronto Raptors,109,120
0022401135,2025-04-06,Regular Season,1610612760,OKC,Oklahoma City Thunder,1610612747,LAL,Los Angeles Lakers,99,126
0022401136,2025-04-06,Regular Season,1610612737,ATL,Atlanta Hawks,1610612762,UTA,Utah Jazz,147,134
0022401137,2025-04-06,Regular Season,1610612738,BOS,Boston Celtics,1610612764,WAS,Washington Wizards,124,90
0022401138,2025-04-06,Regular Season,1610612739,CLE,Cleveland Cavaliers,1610612758,SAC,Sacramento Kings,113,120
0022401139,2025-04-06,Regular Season,1610612757,POR,Portland Trail Blazers,1610612759,SAS,San Antonio Spurs,120,109
0022401140,2025-04-06,Regular Season,1610612752,NYK,New York Knicks,1610612756,PHX,Phoenix Suns,112,98
0022401141,2025-03-13,Regular Season,1610612740,NOP,New Orleans Pelicans,1610612753,ORL,Orlando Magic,93,113
0022401142,2025-04-06,Regular Season,1610612743,DEN,Denver Nuggets,1610612754,IND,Indiana Pacers,120,125
0022401143,2025-04-06,Regular Season,1610612744,GSW,Golden State Warriors,1610612745,HOU,Houston Rockets,96,106
0022401144,2025-04-07,Regular Season,1610612765,DET,Detroit Pistons,1610612758,SAC,Sacramento Kings,117,127
0022401145,2025-04-07,Regular Season,1610612748,MIA,Miami Heat,1610612755,PHI,Philadelphia 76ers,117,105
0022401146,2025-04-08,Regular Season,1610612766,CHA,Charlotte Hornets,1610612763,MEM,Memphis Grizzlies,100,124
0022401147,2025-04-08,Regular Season,1610612739,CLE,Cleveland Cavaliers,1610612741,CHI,Chicago Bulls,135,113
0022401148,2025-04-08,Regular Season,1610612754,IND,Indiana Pacers,1610612764,WAS,Washington Wizards,104,98
0022401149,2025-04-08,Regular Season,1610612753,ORL,Orlando Magic,1610612737,ATL,Atlanta Hawks,119,112
0022401150,2025-04-08,Regular Season,1610612751,BKN,Brooklyn Nets,1610612740,NOP,New Orleans Pelicans,119,114
0022401151,2025-04-08,Regular Season,1610612752,NYK,New York Knicks,1610612738,BOS,Boston Celtics,117,119
0022401152,2025-04-08,Regular Season,1610612749,MIL,Milwaukee Bucks,1610612750,MIN,Minnesota Timberwolves,110,103
0022401153,2025-04-08,Regular Season,1610612760,OKC,Oklahoma City Thunder,1610612747,LAL,Los Angeles Lakers,136,120
0022401154,2025-04-08,Regular Season,1610612756,PHX,Phoenix Suns,1610612744,GSW,Golden State Warriors,95,133
0022401155,2025-04-08,Regular Season,1610612746,LAC,LA Clippers,1610612759,SAS,San Antonio Spurs,122,117
0022401156,2025-04-09,Regular Season,1610612753,ORL,Orlando Magic,1610612738,BOS,Boston Celtics,96,76
0022401157,2025-04-09,Regular Season,1610612764,WAS,Washington Wizards,1610612755,PHI,Philadelphia 76ers,103,122
