GAME_ID,GAME_DATE,SEASON_TYPE,HOME_TEAM_ID,HOME_TEAM_ABBREVIATION,HOME_TEAM_NAME,AWAY_TEAM_ID,AWAY_TEAM_ABBREVIATION,AWAY_TEAM_NAME,HOME_POINTS,AWAY_POINTS
0012500063,2025-10-16,Regular Season,1610612765,DET,Detroit Pistons,1610612764,WAS,Washington Wizards,119,98
0012500064,2025-10-16,Regular Season,1610612741,CHI,Chicago Bulls,1610612750,MIN,Minnesota Timberwolves,126,120
0012500065,2025-10-17,Regular Season,1610612761,TOR,Toronto Raptors,1610612751,BKN,Brooklyn Nets,119,114
0012500066,2025-10-17,Regular Season,1610612752,NYK,New York Knicks,1610612766,CHA,Charlotte Hornets,113,108
0012500067,2025-10-17,Regular Season,1610612760,OKC,Oklahoma City Thunder,1610612743,DEN,Denver Nuggets,94,91
0012500068,2025-10-17,Regular Season,1610612759,SAS,San Antonio Spurs,1610612754,IND,Indiana Pacers,133,104
0012500069,2025-10-17,Regular Season,1610612744,GSW,Golden State Warriors,1610612746,LAC,LA Clippers,103,106
0012500070,2025-10-10,Regular Season,1610612755,PHI,Philadelphia 76ers,1610612753,ORL,Orlando Magic,98,128
0012500071,2025-10-17,Regular Season,1610612755,PHI,Philadelphia 76ers,1610612750,MIN,Minnesota Timberwolves,126,110
0022500001,2025-10-21,Regular Season,1610612760,OKC,Oklahoma City Thunder,1610612745,HOU,Houston Rockets,125,124
0022500002,2025-10-21,Regular Season,1610612747,LAL,Los Angeles Lakers,1610612744,GSW,Golden State Warriors,109,119
0022500003,2025-10-22,Regular Season,1610612752,NYK,New York Knicks,1610612739,CLE,Cleveland Cavaliers,119,111
0022500004,2025-10-22,Regular Season,1610612742,DAL,Dallas Mavericks,1610612759,SAS,San Antonio Spurs,92,125
0022500005,2025-10-23,Regular Season,1610612754,IND,Indiana Pacers,1610612760,OKC,Oklahoma City Thunder,135,141
0022500006,2025-10-23,Regular Season,1610612744,GSW,Golden State Warriors,1610612743,DEN,Denver Nuggets,137,131
0022500007,2025-10-27,Regular Season,1610612765,DET,Detroit Pistons,1610612739,CLE,Cleveland Cavaliers,95,116
0022500008,2025-10-27,Regular Season,1610612750,MIN,Minnesota Timberwolves,1610612743,DEN,Denver Nuggets,114,127
0022500009,2025-12-25,Regular Season,1610612752,NYK,New York Knicks,1610612739,CLE,Cleveland Cavaliers,126,124
0022500010,2025-12-25,Regular Season,1610612760,OKC,Oklahoma City Thunder,1610612759,SAS,San Antonio Spurs,102,117
0022500011,2025-12-25,Regular Season,1610612744,GSW,Golden State Warriors,1610612742,DAL,Dallas Mavericks,126,116
0022500012,2025-12-25,Regular Season,1610612747,LAL,Los Angeles Lakers,1610612745,HOU,Houston Rockets,96,119
0022500013,2025-12-25,Regular Season,1610612743,DEN,Denver Nuggets,1610612750,MIN,Minnesota Timberwolves,142,138
0022500014,2026-01-19,Regular Season,1610612737,ATL,Atlanta Hawks,1610612749,MIL,Milwaukee Bucks,110,112
0022500015,2026-01-19,Regular Season,1610612739,CLE,Cleveland Cavaliers,1610612760,OKC,Oklahoma City Thunder,104,136
0022500016,2026-01-19,Regular Season,1610612752,NYK,New York Knicks,1610612742,DAL,Dallas Mavericks,97,114
0022500017,2026-01-19,Regular Season,1610612765,DET,Detroit Pistons,1610612738,BOS,Boston Celtics,104,103
0022500018,2025-10-24,Regular Season,1610612752,NYK,New York Knicks,1610612738,BOS,Boston Celtics,105,95
0022500019,2025-10-24,Regular Season,1610612747,LAL,Los Angeles Lakers,1610612750,MIN,Minnesota Timberwolves,128,110
0022500020,2025-10-31,Regular Season,1610612754,IND,Indiana Pacers,1610612737,ATL,Atlanta Hawks,108,128
0022500021,2025-10-31,Regular Season,1610612755,PHI,Philadelphia 76ers,1610612738,BOS,Boston Celtics,108,109
0022500022,2025-10-31,Regular Season,1610612739,CLE,Cleveland Cavaliers,1610612761,TOR,Toronto Raptors,101,112
0022500023,2025-10-31,Regular Season,1610612741,CHI,Chicago Bulls,1610612752,NYK,New York Knicks,135,125
0022500024,2025-10-31,Regular Season,1610612763,MEM,Memphis Grizzlies,1610612747,LAL,Los Angeles Lakers,112,117
0022500025,2025-10-31,Regular Season,1610612756,PHX,Phoenix Suns,1610612762,UTA,Utah Jazz,118,96
0022500026,2025-10-31,Regular Season,1610612757,POR,Portland Trail Blazers,1610612743,DEN,Denver Nuggets,109,107
0022500027,2025-10-31,Regular Season,1610612746,LAC,LA Clippers,1610612740,NOP,New Orleans Pelicans,126,124
0022500028,2025-11-07,Regular Season,1610612753,ORL,Orlando Magic,1610612738,BOS,Boston Celtics,123,110
0022500029,2025-11-07,Regular Season,1610612764,WAS,Washington Wizards,1610612739,CLE,Cleveland Cavaliers,115,148
0022500030,2025-11-07,Regular Season,1610612737,ATL,Atlanta Hawks,1610612761,TOR,Toronto Raptors,97,109
0022500031,2025-11-07,Regular Season,1610612751,BKN,Brooklyn Nets,1610612765,DET,Detroit Pistons,107,125
0022500032,2025-11-07,Regular Season,1610612759,SAS,San Antonio Spurs,1610612745,HOU,Houston Rockets,121,110
0022500033,2025-11-07,Regular Season,1610612748,MIA,Miami Heat,1610612766,CHA,Charlotte Hornets,126,108
0022500034,2025-11-07,Regular Season,1610612763,MEM,Memphis Grizzlies,1610612742,DAL,Dallas Mavericks,118,104
0022500035,2025-11-07,Regular Season,1610612749,MIL,Milwaukee Bucks,1610612741,CHI,Chicago Bulls,126,110
0022500036,2025-11-07,Regular Season,1610612750,MIN,Minnesota Timberwolves,1610612762,UTA,Utah Jazz,137,97
0022500037,2025-11-07,Regular Season,1610612743,DEN,Denver Nuggets,1610612744,GSW,Golden State Warriors,129,104
0022500038,2025-11-07,Regular Season,1610612758,SAC,Sacramento Kings,1610612760,OKC,Oklahoma City Thunder,101,132
0022500039,2025-11-14,Regular Season,1610612752,NYK,New York Knicks,1610612748,MIA,Miami Heat,140,132
0022500040,2025-11-14,Regular Season,1610612753,ORL,Orlando Magic,1610612751,BKN,Brooklyn Nets,105,98
0022500041,2025-11-14,Regular Season,1610612765,DET,Detroit Pistons,1610612755,PHI,Philadelphia 76ers,114,105
0022500042,2025-11-14,Regular Season,1610612745,HOU,Houston Rockets,1610612757,POR,Portland Trail Blazers,140,116
0022500043,2025-11-14,Regular Season,1610612749,MIL,Milwaukee Bucks,1610612766,CHA,Charlotte Hornets,147,134
0022500044,2025-11-14,Regular Season,1610612750,MIN,Minnesota Timberwolves,1610612758,SAC,Sacramento Kings,124,110
0022500045,2025-11-14,Regular Season,1610612740,NOP,New Orleans Pelicans,1610612747,LAL,Los Angeles Lakers,104,118
0022500046,2025-11-14,Regular Season,1610612742,DAL,Dallas Mavericks,1610612746,LAC,LA Clippers,127,133
0022500047,2025-11-14,Regular Season,1610612759,SAS,San Antonio Spurs,1610612744,GSW,Golden State Warriors,108,109
0022500048,2025-11-21,Regular Season,1610612739,CLE,Cleveland Cavaliers,1610612754,IND,Indiana Pacers,120,109
0022500049,2025-11-21,Regular Season,1610612738,BOS,Boston Celtics,1610612751,BKN,Brooklyn Nets,105,113
0022500050,2025-11-21,Regular Season,1610612761,TOR,Toronto Raptors,1610612764,WAS,Washington Wizards,140,110
0022500051,2025-11-21,Regular Season,1610612741,CHI,Chicago Bulls,1610612748,MIA,Miami Heat,107,143
0022500052,2025-11-21,Regular Season,1610612742,DAL,Dallas Mavericks,1610612740,NOP,New Orleans Pelicans,118,115
0022500053,2025-11-21,Regular Season,1610612756,PHX,Phoenix Suns,1610612750,MIN,Minnesota Timberwolves,114,113
0022500054,2025-11-21,Regular Season,1610612745,HOU,Houston Rockets,1610612743,DEN,Denver Nuggets,109,112
0022500055,2025-11-21,Regular Season,1610612762,UTA,Utah Jazz,1610612760,OKC,Oklahoma City Thunder,112,144
0022500056,2025-11-21,Regular Season,1610612744,GSW,Golden State Warriors,1610612757,POR,Portland Trail Blazers,123,127
0022500057,2025-11-25,Regular Season,1610612764,WAS,Washington Wizards,1610612737,ATL,Atlanta Hawks,132,113
0022500058,2025-11-25,Regular Season,1610612755,PHI,Philadelphia 76ers,1610612753,ORL,Orlando Magic,103,144
0022500059,2025-11-25,Regular Season,1610612747,LAL,Los Angeles Lakers,1610612746,LAC,LA Clippers,135,118
0022500060,2025-11-26,Regular Season,1610612738,BOS,Boston Celtics,1610612765,DET,Detroit Pistons,117,114
0022500061,2025-11-26,Regular Season,1610612766,CHA,Charlotte Hornets,1610612752,NYK,New York Knicks,101,129
0022500062,2025-11-26,Regular Season,1610612748,MIA,Miami Heat,1610612749,MIL,Milwaukee Bucks,106,103
0022500063,2025-11-26,Regular Season,1610612761,TOR,Toronto Raptors,1610612754,IND,Indiana Pacers,97,95
0022500064,2025-11-26,Regular Season,1610612760,OKC,Oklahoma City Thunder,1610612750,MIN,Minnesota Timberwolves,113,105
0022500065,2025-11-26,Regular Season,1610612740,NOP,New Orleans Pelicans,1610612763,MEM,Memphis Grizzlies,128,133
0022500066,2025-11-26,Regular Season,1610612744,GSW,Golden State Warriors,1610612745,HOU,Houston Rockets,100,104
0022500067,2025-11-26,Regular Season,1610612757,POR,Portland Trail Blazers,1610612759,SAS,San Antonio Spurs,102,115
0022500068,2025-11-26,Regular Season,1610612758,SAC,Sacramento Kings,1610612756,PHX,Phoenix Suns,100,112
0022500069,2025-11-28,Regular Season,1610612737,ATL,Atlanta Hawks,1610612739,CLE,Cleveland Cavaliers,130,123
0022500070,2025-11-28,Regular Season,1610612751,BKN,Brooklyn Nets,1610612755,PHI,Philadelphia 76ers,103,115
0022500071,2025-11-28,Regular Season,1610612766,CHA,Charlotte Hornets,1610612741,CHI,Chicago Bulls,123,116
0022500072,2025-11-28,Regular Season,1610612765,DET,Detroit Pistons,1610612753,ORL,Orlando Magic,109,112
0022500073,2025-11-28,Regular Season,1610612754,IND,Indiana Pacers,1610612764,WAS,Washington Wizards,119,86
0022500074,2025-11-28,Regular Season,1610612752,NYK,New York Knicks,1610612749,MIL,Milwaukee Bucks,118,109
0022500075,2025-11-28,Regular Season,1610612760,OKC,Oklahoma City Thunder,1610612756,PHX,Phoenix Suns,123,119
0022500076,2025-11-28,Regular Season,1610612743,DEN,Denver Nuggets,1610612759,SAS,San Antonio Spurs,136,139
0022500077,2025-11-28,Regular Season,1610612762,UTA,Utah Jazz,1610612758,SAC,Sacramento Kings,128,119
0022500078,2025-11-28,Regular Season,1610612747,LAL,Los Angeles Lakers,1610612742,DAL,Dallas Mavericks,129,119
0022500079,2025-11-28,Regular Season,1610612746,LAC,LA Clippers,1610612763,MEM,Memphis Grizzlies,107,112
0022500080,2025-10-22,Regular Season,1610612766,CHA,Charlotte Hornets,1610612751,BKN,Brooklyn Nets,136,117
0022500081,2025-10-22,Regular Season,1610612753,ORL,Orlando Magic,1610612748,MIA,Miami Heat,125,121
0022500082,2025-10-22,Regular Season,1610612737,ATL,Atlanta Hawks,1610612761,TOR,Toronto Raptors,118,138
0022500083,2025-10-22,Regular Season,1610612738,BOS,Boston Celtics,1610612755,PHI,Philadelphia 76ers,116,117
0022500084,2025-10-22,Regular Season,1610612741,CHI,Chicago Bulls,1610612765,DET,Detroit Pistons,115,111
0022500085,2025-10-22,Regular Season,1610612763,MEM,Memphis Grizzlies,1610612740,NOP,New Orleans Pelicans,128,122
0022500086,2025-10-22,Regular Season,1610612749,MIL,Milwaukee Bucks,1610612764,WAS,Washington Wizards,133,120
0022500087,2025-10-22,Regular Season,1610612762,UTA,Utah Jazz,1610612746,LAC,LA Clippers,129,108
0022500088,2025-10-22,Regular Season,1610612756,PHX,Phoenix Suns,1610612758,SAC,Sacramento Kings,120,116
0022500089,2025-10-22,Regular Season,1610612757,POR,Portland Trail Blazers,1610612750,MIN,Minnesota Timberwolves,114,118
0022500090,2025-10-24,Regular Season,1610612753,ORL,Orlando Magic,1610612737,ATL,Atlanta Hawks,107,111
0022500091,2025-10-24,Regular Season,1610612751,BKN,Brooklyn Nets,1610612739,CLE,Cleveland Cavaliers,124,131
0022500092,2025-10-24,Regular Season,1610612761,TOR,Toronto Raptors,1610612749,MIL,Milwaukee Bucks,116,122
0022500093,2025-10-24,Regular Season,1610612745,HOU,Houston Rockets,1610612765,DET,Detroit Pistons,111,115
0022500094,2025-10-24,Regular Season,1610612763,MEM,Memphis Grizzlies,1610612748,MIA,Miami Heat,114,146
0022500095,2025-10-24,Regular Season,1610612740,NOP,New Orleans Pelicans,1610612759,SAS,San Antonio Spurs,116,120
0022500096,2025-10-24,Regular Season,1610612742,DAL,Dallas Mavericks,1610612764,WAS,Washington Wizards,107,117
0022500097,2025-10-24,Regular Season,1610612757,POR,Portland Trail Blazers,1610612744,GSW,Golden State Warriors,139,119
0022500098,2025-10-24,Regular Season,1610612758,SAC,Sacramento Kings,1610612762,UTA,Utah Jazz,105,104
0022500099,2025-10-24,Regular Season,1610612746,LAC,LA Clippers,1610612756,PHX,Phoenix Suns,129,102
0022500100,2025-10-25,Regular Season,1610612753,ORL,Orlando Magic,1610612741,CHI,Chicago Bulls,98,110
0022500101,2025-10-25,Regular Season,1610612737,ATL,Atlanta Hawks,1610612760,OKC,Oklahoma City Thunder,100,117
0022500102,2025-10-25,Regular Season,1610612755,PHI,Philadelphia 76ers,1610612766,CHA,Charlotte Hornets,125,121
0022500103,2025-10-25,Regular Season,1610612763,MEM,Memphis Grizzlies,1610612754,IND,Indiana Pacers,128,103
0022500104,2025-10-25,Regular Season,1610612743,DEN,Denver Nuggets,1610612756,PHX,Phoenix Suns,133,111
0022500105,2025-10-26,Regular Season,1610612759,SAS,San Antonio Spurs,1610612751,BKN,Brooklyn Nets,118,107
0022500106,2025-10-26,Regular Season,1610612765,DET,Detroit Pistons,1610612738,BOS,Boston Celtics,119,113
0022500107,2025-10-26,Regular Season,1610612739,CLE,Cleveland Cavaliers,1610612749,MIL,Milwaukee Bucks,118,113
0022500108,2025-10-26,Regular Season,1610612748,MIA,Miami Heat,1610612752,NYK,New York Knicks,115,107
0022500109,2025-10-26,Regular Season,1610612764,WAS,Washington Wizards,1610612766,CHA,Charlotte Hornets,113,139
0022500110,2025-10-26,Regular Season,1610612750,MIN,Minnesota Timberwolves,1610612754,IND,Indiana Pacers,114,110
0022500111,2025-10-26,Regular Season,1610612742,DAL,Dallas Mavericks,1610612761,TOR,Toronto Raptors,139,129
0022500112,2025-10-26,Regular Season,1610612746,LAC,LA Clippers,1610612757,POR,Portland Trail Blazers,114,107
0022500113,2025-10-26,Regular Season,1610612758,SAC,Sacramento Kings,1610612747,LAL,Los Angeles Lakers,120,127
0022500114,2025-10-27,Regular Season,1610612755,PHI,Philadelphia 76ers,1610612753,ORL,Orlando Magic,136,124
0022500115,2025-10-27,Regular Season,1610612741,CHI,Chicago Bulls,1610612737,ATL,Atlanta Hawks,128,123
0022500116,2025-10-27,Regular Season,1610612745,HOU,Houston Rockets,1610612751,BKN,Brooklyn Nets,137,109
0022500117,2025-10-27,Regular Season,1610612740,NOP,New Orleans Pelicans,1610612738,BOS,Boston Celtics,90,122
0022500118,2025-10-27,Regular Season,1610612759,SAS,San Antonio Spurs,1610612761,TOR,Toronto Raptors,121,103
0022500119,2025-10-27,Regular Season,1610612742,DAL,Dallas Mavericks,1610612760,OKC,Oklahoma City Thunder,94,101
0022500120,2025-10-27,Regular Season,1610612762,UTA,Utah Jazz,1610612756,PHX,Phoenix Suns,138,134
0022500121,2025-10-27,Regular Season,1610612744,GSW,Golden State Warriors,1610612763,MEM,Memphis Grizzlies,131,118
0022500122,2025-10-27,Regular Season,1610612747,LAL,Los Angeles Lakers,1610612757,POR,Portland Trail Blazers,108,122
0022500123,2025-10-28,Regular Season,1610612764,WAS,Washington Wizards,1610612755,PHI,Philadelphia 76ers,134,139
0022500124,2025-10-28,Regular Season,1610612748,MIA,Miami Heat,1610612766,CHA,Charlotte Hornets,144,117
0022500125,2025-10-28,Regular Season,1610612749,MIL,Milwaukee Bucks,1610612752,NYK,New York Knicks,121,111
0022500126,2025-10-28,Regular Season,1610612760,OKC,Oklahoma City Thunder,1610612758,SAC,Sacramento Kings,107,101
0022500127,2025-10-28,Regular Season,1610612744,GSW,Golden State Warriors,1610612746,LAC,LA Clippers,98,79
0022500128,2025-10-29,Regular Season,1610612738,BOS,Boston Celtics,1610612739,CLE,Cleveland Cavaliers,125,105
0022500129,2025-10-29,Regular Season,1610612765,DET,Detroit Pistons,1610612753,ORL,Orlando Magic,135,116
0022500130,2025-10-29,Regular Season,1610612751,BKN,Brooklyn Nets,1610612737,ATL,Atlanta Hawks,112,117
0022500131,2025-10-29,Regular Season,1610612761,TOR,Toronto Raptors,1610612745,HOU,Houston Rockets,121,139
0022500132,2025-10-29,Regular Season,1610612741,CHI,Chicago Bulls,1610612758,SAC,Sacramento Kings,126,113
0022500133,2025-10-29,Regular Season,1610612742,DAL,Dallas Mavericks,1610612754,IND,Indiana Pacers,107,105
0022500134,2025-10-29,Regular Season,1610612743,DEN,Denver Nuggets,1610612740,NOP,New Orleans Pelicans,122,88
0022500135,2025-10-29,Regular Season,1610612762,UTA,Utah Jazz,1610612757,POR,Portland Trail Blazers,134,136
0022500136,2025-10-29,Regular Season,1610612750,MIN,Minnesota Timberwolves,1610612747,LAL,Los Angeles Lakers,115,116
0022500137,2025-10-29,Regular Season,1610612756,PHX,Phoenix Suns,1610612763,MEM,Memphis Grizzlies,113,114
0022500138,2025-10-30,Regular Season,1610612766,CHA,Charlotte Hornets,1610612753,ORL,Orlando Magic,107,123
0022500139,2025-10-30,Regular Season,1610612749,MIL,Milwaukee Bucks,1610612744,GSW,Golden State Warriors,120,110
0022500140,2025-10-30,Regular Season,1610612760,OKC,Oklahoma City Thunder,1610612764,WAS,Washington Wizards,127,108
0022500141,2025-10-30,Regular Season,1610612759,SAS,San Antonio Spurs,1610612748,MIA,Miami Heat,107,101
0022500142,2025-11-01,Regular Season,1610612749,MIL,Milwaukee Bucks,1610612758,SAC,Sacramento Kings,133,135
0022500143,2025-11-01,Regular Season,1610612766,CHA,Charlotte Hornets,1610612750,MIN,Minnesota Timberwolves,105,122
0022500144,2025-11-01,Regular Season,1610612754,IND,Indiana Pacers,1610612744,GSW,Golden State Warriors,114,109
0022500145,2025-11-01,Regular Season,1610612764,WAS,Washington Wizards,1610612753,ORL,Orlando Magic,94,125
0022500146,2025-11-01,Regular Season,1610612738,BOS,Boston Celtics,1610612745,HOU,Houston Rockets,101,128
0022500147,2025-11-01,Regular Season,1610612765,DET,Detroit Pistons,1610612742,DAL,Dallas Mavericks,122,110
0022500148,2025-11-02,Regular Season,1610612760,OKC,Oklahoma City Thunder,1610612740,NOP,New Orleans Pelicans,137,106
0022500149,2025-11-02,Regular Season,1610612751,BKN,Brooklyn Nets,1610612755,PHI,Philadelphia 76ers,105,129
0022500150,2025-11-02,Regular Season,1610612766,CHA,Charlotte Hornets,1610612762,UTA,Utah Jazz,126,103
0022500151,2025-11-02,Regular Season,1610612739,CLE,Cleveland Cavaliers,1610612737,ATL,Atlanta Hawks,117,109
0022500152,2025-11-02,Regular Season,1610612761,TOR,Toronto Raptors,1610612763,MEM,Memphis Grizzlies,117,104
0022500153,2025-11-02,Regular Season,1610612752,NYK,New York Knicks,1610612741,CHI,Chicago Bulls,128,116
0022500154,2025-11-02,Regular Season,1610612756,PHX,Phoenix Suns,1610612759,SAS,San Antonio Spurs,130,118
0022500155,2025-11-02,Regular Season,1610612747,LAL,Los Angeles Lakers,1610612748,MIA,Miami Heat,130,120
0022500156,2025-11-03,Regular Season,1610612751,BKN,Brooklyn Nets,1610612750,MIN,Minnesota Timberwolves,109,125
0022500157,2025-11-03,Regular Season,1610612754,IND,Indiana Pacers,1610612749,MIL,Milwaukee Bucks,115,117
0022500158,2025-11-03,Regular Season,1610612738,BOS,Boston Celtics,1610612762,UTA,Utah Jazz,103,105
0022500159,2025-11-03,Regular Season,1610612752,NYK,New York Knicks,1610612764,WAS,Washington Wizards,119,102
0022500160,2025-11-03,Regular Season,1610612745,HOU,Houston Rockets,1610612742,DAL,Dallas Mavericks,110,102
0022500161,2025-11-03,Regular Season,1610612763,MEM,Memphis Grizzlies,1610612765,DET,Detroit Pistons,106,114
0022500162,2025-11-03,Regular Season,1610612743,DEN,Denver Nuggets,1610612758,SAC,Sacramento Kings,130,124
0022500163,2025-11-03,Regular Season,1610612757,POR,Portland Trail Blazers,1610612747,LAL,Los Angeles Lakers,115,123
0022500164,2025-11-03,Regular Season,1610612746,LAC,LA Clippers,1610612748,MIA,Miami Heat,119,120
0022500165,2025-11-04,Regular Season,1610612761,TOR,Toronto Raptors,1610612749,MIL,Milwaukee Bucks,128,100
